Date,MainPoints,No_of_Units,Month,Year,Whole
1/16/2000,"Tulip KRONOS THE GDP ON THE INCREASE,ABILA,Kronos,Gross Domestic Product,Kronos,annual tariff,progress estimate,5th year,positive increase,GDP,Kronos,GAStech",1,Jan-00,2000,
8/15/2000,"Who,EXPLOSION ROCKS GASTECH,TISKELE BEND SITE,ABILA,Kronos,nearby gas,Rebecca Cato,Elodis,Kronos,rural township,Abila,large fire,GAStech,International 's,Tiskele,Bend site.,GAStech,GAStech,GAStech,CEO Sten Sanjorge Jr.,common practice,Mrs. Cato,Elodis,GAStech,government officials.,Rebecca Cato",1,Aug-00,2000,
6/1/2000,"Orb DOCUMENTARY CARD OF PUBLIC HEALTH,ELODIS,UPDATE,ELODIS,Kronos,environmental consequences,acid displacement hyper,HASR,enormous toll,Elodis.,Web,Elodis. Climaxes,Levels,acetic anhydride,ethylene glycol. *,chronic disease,years *,high incidence,Nespola,hospital general,Abila",1,Jun-00,2000,
6/1/2000,"Pegasus LEAF OF THE FACT OF THE PUBLIC HEALTH OF ELODIS,UPDATE,ELODIS,Kronos,environmental consequences,hyperactive acid retirement,HASR,enormous toll,Elodis.,Web,Elodis.,light *,toxin precedents,acetic anhydride,ethylene glycol. *,chronic disease,previous years *,high incidence,Nespola,general hospital,Abila",1,Jun-00,2000,
8/17/2000,"Bulletin TISKELE BEND EXPLOSION AND FIRE,ABILA,Kronos,GAStech International-owned,Tiskele,Bend site,methane gas,GAStech,government investigation,subsequent fire,GAStech,minor burns,local residents,Elodis,wellhead itself.,GAStech,'s wellheads",1,Aug-00,2000,
10/3/2000,"Explainer VICTORY OF THE COLLAPSE FOR PRESIDENT KAPELOU,ABILA,Kronos,Kronos,new president,Dorel Kapelou II.,Araullo,Anterior Luis,Kapelou II. Mark,new dawn,Kronos,October,Dorel Kapelou II,Luis Araullo,clear mandate,Kapelou",1,Oct-00,2000,
1/15/2000,"Online,KRONOS GDP ON THE RISE,ABILA,Kronos,real gross,domestic product,Kronos,annual rate,Economics",1,Jan-00,2000,
8/18/2000,"Desk TISKELE THE EXPLOSION AND THE FIRE OF THE BEND,ABILA,Kronos,GAStech,Tiskele,hundreds foot,fire ball,GAStech,government research,Employees,GAStech,important burns,previous reports,local residents,Elodis,Whereas,source himself.,GAStech",1,Aug-00,2000,
11/15/1999,"Online,Charity,Exhausted,aid teams,global press,local press,relief aid.,Global Emergency Disaster,Organization report,earthquake victims,huge injections,Jim Cordon,disaster relief charity,FoodSupport,food convoys,aid agencies",1,Nov-99,1999,
11/16/1999,"Everyday,Global,disasters 1999/11/16",1,Nov-99,1999,
7/9/1999,"Orb MINISTER FOR HEALTH TO PROPOSE THE SOLUTION WITH THE POISONING OF CITY,ABILA,Kronos,Prime,Cesare Nespola,foreign development,Kronos,rural cities.,Kronos,POK,way forwards,Co-chief,POK,Osvaldo,clean water,good health,Thank,Nespola,Osvaldo,Juliana Vann,old maid,POK,supply water,Elodis",1,Jul-99,1999,
7/8/1999,"Online,MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,ABILA,Kronos,Prime,Cesare Nespola,foreign energy development,Kronos,fund environmental cleanup,rural towns.,Following,activist group,Protectors,Kronos,POK",1,Jul-99,1999,
2/20/1999,"General Post,GAINS OF THE FILE OF GASTECH INFORMATION,CENTER,Tethys,GAStech,GAStech,previous inspection,February,Kronos,Wellness,net rent,GAStech,superior financial operation,constant execution,Sten Sanjorge,Jr,GAStech,brief declaration.,Sanjorge,Jr,November,Kronos.,natural gas,GAStech",1,Feb-99,1999,
11/16/1999,"Continent Overall,benevolence trunks,calamity evacuation canal 1999/11/16",1,Nov-99,1999,
2/20/1999,"Tulip GASTECH THE INCOMES OF THE REPORT OF REPORTS,CENTER,Tethys,GAStech,report tax,GAStech,February,recent attempts,groundwater pollution,Kronos,Wellness,net income,GAStech,superior financial performances,compatible vision,expert implementation,Sten Sanjorge,Jr.,GAStech,short declaration.,Sanjorge,Jr.,November,Wellness,Kronos.,new installation,GAStech",1,Feb-99,1999,
7/4/1999,"Guide,Nespola Champions Added,Tax Oil,Gas Development 1999/07/04",1,Jul-99,1999,
2/19/1999,"Who,GASTECH REPORTS RECORD EARNINGS,CENTRUM,Tethys,GAStech,GAStech,full-year earnings preview,February,groundwater contamination,Kronos,Wellness,All.,GAStech,superior financial performance,consistent vision,expert execution,Sten Sanjorge,Jr.,GAStech,'s Chief,brief statement.,GAStech,new natural gas processing plant",1,Feb-99,1999,
7/8/1999,"Pegasus MINISTER OF THE HEALTH TO PROPOSE THE SOLUTION TO THE ENVENENAMIENTO OF THE CITY,ABILA,Kronos,prime minister,Will,Nespola,foreign development,Kronos,rural cities.,Kronos,POK,week last.,front trajectory,POK Co-leader,Osvaldo,clean water,good health,Nespola,Osvaldo,Julian Vann,old girl,POK,Elodis,local residents",1,Jul-99,1999,
7/8/1999,"MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,ABILA,Kronos,Prime,Cesare Nespola,foreign energy development,Kronos,fund environmental cleanup,rural towns.,Following,activist group,Protectors,Kronos,POK,clean water,good health,Osvaldo,Juliana Vann,10-year old girl,operations upstream,POK,Elodis,resultant sickness,subsequent deaths,local residents",1,Jul-99,1999,
7/4/1999,"Online,Nespola Champions Added Taxes,Gas Development 1999/07/04",1,Jul-99,1999,
7/5/1999,"Worldwise Additional,Nespola,gas 1999/07/05",1,Jul-99,1999,
11/15/1999,"World Journal Total trunks,disasters 1999/11/15",1,Nov-99,1999,
2/19/1999,"Online,GASTECH REPORTS RECORD EARNINGS,CENTRUM,Tethys,GAStech,GAStech,superior financial performance,consistent vision,expert execution,Sten Sanjorge,Jr.,GAStech,'s Chief,brief statement",1,Feb-99,1999,
2/20/1999,"Truth INCOMES OF DISC OF REPORTS/RATIOS OF GASTECH,CENTRUM,Tethys,GAStech,pre-tax profits record,GAStech,whole year,February,subsoil water contamination,Kronos,Wellness,income Net,GAStech,financial execution,coherent execution,Sten Sanjorge,Jr.,senior staff,GAStech,Sanjorge,Jr.,November,Kronos.,new installation,natural gas,GAStech",1,Feb-99,1999,
7/4/1999,"Truth,Nespola,Kampioenen,gas 1999/07/04",1,Jul-99,1999,
7/9/1999,"Wrap MINISTER VAN GEZONDHEID OM OPLOSSING AAN DE VERGIFTIGING VAN DE STAD VOOR TE STELLEN,ABILA,Kronos,Cesare Nespola,foreign energy development,Kronos,health care,rural cities improved.,range meetings,activist group,Kronos,POK,week made.,Ours,POK,Osvaldo,clean water,good health,Thanks,Nespola,Osvaldo,Juliana Vann,old little girl,previous year,verrichtingen upstream,gas died.,POK,water supplies,Elodis,local residents",1,Jul-99,1999,
11/14/1999,"Source Charity,Limited,basic needs.,UN Office,Coordination,Humanitarian,vital goods,new aid group,CARING Singapore,Kosovo. CARING Singapore,Kosovo,mobile medical care.,Izmit,government relief convoy,officials said.,CARING Singapore,relief teams,Turkey. Wellness,ad-hoc emergency,medical teams,September,Taiwan,Richter,aid teams,global press,local press,relief aid.,Global Emergency Disaster,Organization report,earthquake victims,huge injections,Jim Cordon,disaster relief charity,FoodSupport,food convoys,aid agencies",1,Nov-99,1999,
7/4/1999,"International News Minister,Nespola Champions Added Taxes,Gas Development 1999/07/04",1,Jul-99,1999,
3/20/1998,"ELODIS,KRONOS,TOWN IN NEED,Part,Petrus Gerhard,NOTE,Homeland Illumination.,three-part series,community 's anguish,government malfeasance,multinational corporations,Kronos. ELODIS,Kronos,Nestled,Tiskele,sun rises,Elodis,nearby Mt.,rich floodplain land,Kronos.,old friend,Pondo Reese,Elodis Weekly,agriculture paper,Tiskele Bend.,gas company,GAStech,international corporation run,Sten Sanjorge Jr,business tycoon,Tethys. Established,GAStech,Tethys.,Sten Sanjorge Sr,Hank Fluss,environmental disasters,financial scandals,Sanjorge Sr,Fluss,marginal role,own company.,Sanjorge Sr,GAStech,small peaceful township,Elodis.,Elodis,two-story houses,small farms.,main street,hardware stores,gas station,Families,Elodis,good living,long time,Reese,Reese,GAStech,'s operations.,Henk Bodrogi,Osvaldo,hardware store,Bodrogi,entire life",1,Mar-98,1998,
5/16/1998,"Online,ELODIS PUBLIC HEALTH FACT SHEET,ELODIS,Kronos,Elodis,Wellness,water quality,public health",1,May-98,1998,
11/10/1998,"Truth,health examines,pollution 1998/11/10",1,Nov-98,1998,
4/26/1998,"Wrap ELODIS,KRONOS,OF UNEXPECTED BRONDeel,Article,three-part range,indictable offense,multinational companies,Kronos.,Henk Bodrogi,Ferro,motor tractor.,Bodrogi,broad beans,complete life,agriculture company.,long time,Henk Bodrogi,correct size.,occupies our.,Busy,wiry farmer,porde more.,Leads,M. Henk Bodrogi,young young she-goats,times dark.,worship days.,Bodrogi,suitable bolt,young young she-goats,Bodrogi,new people,couple year back.,Bodrogi,free good.,civil servants,water specialist.,Bodrodgi,motor tractor,water specialist,international agency,Wellness,international agency,task healthy,natural disasters,Wellness,Joclyn Reynolds,project coordinator,Wellness,satellite question,area office,South-East Asia,establishment aid,Mej. Reynolds,Elodis.,civil servant,room water had.,years agriculture,certain sicknesses,birth shortages,Elodis,Tiskele,production detritus upstream,GAStech,< km >,high levels,xylene arsenic,things toxin.,possible substances,course prevention,human activity.,Blow GAStech,subsurface plucks,Tiskele,Elodis,GAStech,Oh.,tractie reached.,GAStech,staff employees,keren strict,Fluss.,GAStech,turn effort.,M. Fluss,Sanjorge,decisions take.,Sanjorge,Elodis,Sten Sanjorge,Jr.,cutthroat company practices,GAStech,Reynolds,LEADERs,Kronos,LEADERs Elodis,test results,public document.,LEADERs Elodis,civil servants,Kronesian,scientific analysis.,Mej. Reynolds,Pondo Reese,Share,May",1,Apr-98,1998,
1/19/1998,"Worldwise Advantages,Kronos,foreign investment 1998/01/19",1,Jan-98,1998,
11/14/1998,"Tulip WELLNESS FOR ALL DEFLAGRATIONS GASTECH AND KRONOS GOVT,OF WFA,ABILA,Kronos,healthy group,water information,Wellness,WFA,GAStech,Kronos,Wfa-,widespread groundwater pollution,adequate protections,government carelessness,Kronos,international environment consultant,GAStech Ingmar Casablancas,so-called charges,GAStech,GAStech,Kronos",1,Nov-98,1998,
11/16/1998,"Orb TO MEET REPRESENTATIVES OF POK THE MINISTER OF KRONOS OF HEALTH,ABILA,Kronos,social activist group guards,Kronos,POK,Cesare Nespola,Elodis,Nineties,productive meeting,POK,Henk Bodrogi,government shows,Elodis.,Elodis,POK,supply water,Elodis",1,Nov-98,1998,
5/17/1998,"Orb DOCUMENTARY CARD OF PUBLIC HEALTH,ELODIS,ELODIS,Kronos,Elodis,public health.,Web,Comparative,complete investigation,medical disc,Elodis Community.,climaxes *,High quantities,toxic chemicals,supply water,acetic anhydride,chlorine dioxide. *,young person,chronic disease",1,May-98,1998,
5/15/1998,"ELODIS,KRONOS,WILL THE GOVERNMENT RESPOND IN TIME,three-part series,community 's anguish,government malfeasance,multinational corporations,Kronos.,Kronos,community 's struggle,country 's food.,long time,Reese,Henk Bodrogi,foreign affairs,sympathetic person,Ministry,Reese,government officials,crop yield statistics,scientific test results,Wellness,medical records.,additional information,door meetings.,Ministry,Reese",1,May-98,1998,
8/20/1998,"Online,TEN-YEAR OLD ELODIS GIRL DIES OF POISONING,ELODIS,Kronos,Ten-year,Juliana Vann,international assistance organization,Wellness,Juliana",1,Aug-98,1998,
5/17/1998,"Pegasus ELODIS,KRONOS,THE GOVERNMENT WILL RESPOND IN TIME,Part,criminal fact,multinational corporations,Kronos. Pondo Reese,weekly newspaper,Elodis,Tiskele.,Kronos,worrisome account,civil employees,long term,person responds,Reese,Henk Bodrogi,Henk,Abila,comprehensive person,Reese,scientific test resultses,medical files.,additional information,Reese",1,May-98,1998,
1/19/1998,"Online,Kronos Benefits,Foreign Investment 1998/01/19",1,Jan-98,1998,
8/20/1998,"Orb FROM TEN YEARS,OLD WOMEN MATRICES OF GIRL,ELODIS OF POISONING,ELODIS,Kronos,old man,Juliana Vann,benzene poisoning.,Juliana,Juliana.,international health,Juliana,benzene poisoning.,small system girl,Elodis,Kronos,GAStech,kilometers upstream,Elodis.,Juliana,rural black suburbs,toxic loss,Tiskele,GAStech,Tethys.,Private funeral services,August",1,Aug-98,1998,
11/14/1998,"General Post,HEALTH FOR ALL,WFA,BURSTS GASTECH AND KRONOS GOVT,AVILA,Kronos,healthy group,WFA,GAStech,Kronos.,WFA,declaration demands,extensive contamination,suitable safeguards,Kronos,international environmental security,GAStech Ingmar Casablancas,GAStech,GAStech,Kronos,place work,ambo devotee",1,Nov-98,1998,
3/21/1998,"Pegasus ELODIS,KRONOS,CITY IN,NECESSITY,criminal fact,multinational corporations,Kronos. ELODIS,Kronos,Nestled,Tiskele,sun rises,Elodis,TM.,Bouro.,Earth,Kronos.,old friend,Pondo Reese,weekly newspaper,Elodis,Tiskele.,generous region,Reese,posteriora part,GAStech,international corporation,Sten Sanjorge Jr,Tethys. Established,GAStech,business family,Tethys.,Mr.,Fluss,Sten Sanjorge,environmental disasters,financial scandals,Mr.,Sanjorge,early tomb,Fluss,marginal paper,own company.,Mr.,Sanjorge,GAStech,Pacific municipality,Elodis.,Elodis,small farms.,main street,Elodis,good life,long time,Reese,vegetal production,rural places.,Reese,GAStech.,Henk Bodrogi,Osvaldo,Bodrogi,whole life,Part,April",1,Mar-98,1998,
11/10/1998,"Guide,health investigates complaints,contamination 1998/11/10",1,Nov-98,1998,
3/20/1998,"Online,ELODIS,KRONOS,TOWN IN NEED,Part,Petrus Gerhard,NOTE,Homeland Illumination. ELODIS,Kronos,Nestled,Tiskele,sun rises,Elodis,nearby Mt.,Sten Sanjorge Sr,Hank Fluss,environmental disasters,financial scandals,Sanjorge Sr,Fluss,marginal role,own company.,Sanjorge Sr,GAStech,small peaceful township,Elodis.,main street,hardware stores,gas station,Families,Elodis",1,Mar-98,1998,
4/26/1998,"Online,ELODIS,KRONOS,HELP FROM AN UNEXPECTED SOURCE Part,Petrus Gerhard,NOTE,Homeland Illumination. Bodrogi,entire life,long time,Henk Bodrogi,right size.,city officers,water specialist.,water specialist,international agency,Wellness,international agency,healthy water,natural disasters,gas development.,Reynolds,Elodis.,Elodis,Tiskele,source upstream.,subsurface plume,Tiskele,Elodis,GAStech,Reynolds,community leaders,Kronos,Per,policy -and,Elodis,test results,official public document.,Elodis,government officials,Kronesian,scientific analysis",1,Apr-98,1998,
11/16/1998,"Bulletin WELLNESS FOR ALL ISSUES STATEMENT ON ELODIS,ELODIS,Kronos,international healthy water awareness group,Wellness,WFA,local water,Elodis,high level,hazardous materials,residential water wells.,WFA,group directs,Kronos,GAStech,natural gas company,Tethys.,WFA,high levels,xylene arsenic,Additionally,WFA,activist group,Protectors,Kronos",1,Nov-98,1998,
1/19/1998,"Truth,Kronos,foreign investment 1998/01/19",1,Jan-98,1998,
11/15/1998,"Wrap THE REPRESENTATIVES POK COME MINISTER KRONOS VAN GEZONDHEID SAMEN,ABILA,Kronos,social guards,activist group,Kronos,POK,Cesare Nespola,water pollution,Elodis,recent nineties.,productive meeting,POK,LEADER Henk Bodrogi,Elodis,health care,Elodis,POK,basis action,water supplies,Elodis,local residents,different years",1,Nov-98,1998,
8/21/1998,"Wrap OF TEN YEARS,THE OLD MATRICES OF THE LITTLE GIRL ELODIS OF POISONING,ELODIS,Kronos,Juliana Vann,attribute leukemia,benzene poisoning.,Juliana,Juliana.,vele hospitals,international aid organization,Wellness,Juliana,benzene poisoning.,small little girl,Elodis,Kronos,GAStech,Elodis.,Juliana,toxic detritus,different sterfgevallen,Tiskele,Tethys,GAStech,private burial services,family house",1,Aug-98,1998,
11/15/1998,"POK REPRESENTATIVES MEET WITH KRONOS MINISTER OF HEALTH,ABILA,Kronos,social activist group,Protectors,Kronos,POK,Cesare Nespola,water contamination,Elodis,late 1990s.,health care,Elodis,POK,grassroots action group,Elodis,resultant sickness,local residents",1,Nov-98,1998,
11/17/1998,"Explainer HEALTH FOR ALL THE DECLARATION OF EDITIONS ON ELODIS,ELODIS,Kronos,health heals,WFA,local water,Elodis,high level,dangerous residential water,WFA,directs fault,Kronos,GAStech,natural gas,Tethys.,WFA,stops levels,Bringing,Elodis,WFA,international community,Kronos,WFA,Kronos",1,Nov-98,1998,
3/21/1998,"Wrap ELODIS,KRONOS,CITY IN NEED,part 1998/03/21",1,Mar-98,1998,
11/10/1998,"Online,Ministry,Investigates Contamination Complaints,ABILA,Kronos,Cesare Nespola,abnormal health issues,Tiskele,Bend drill site.,due diligence,Elodis",1,Nov-98,1998,
5/17/1998,"Wrap THE SHEET OF THE PUBLIC HEALTH ELODIS,ELODIS,Kronos,Elodis,Wellness,water quality,public health.,Wellness,Internet,site available.,Comparing,medical report,Elodis,Community center,report *,quantities toxic chemical products,water supplies,vinegar anhydride,chlorine dioxide. *,uncommon high tariff,chronic sickness suffer",1,May-98,1998,
11/10/1998,"Worldwise,health studies complaints,contamination 1998/11/10",1,Nov-98,1998,
11/17/1998,"Athena Speaks HEALTH FOR ALL THE REPORT/RATIO OF QUESTIONS ABOUT ELODIS,ELODIS,Kronos,international healthy health,WFA,local water,Elodis,high level,dangerous materials,residential water wells.,WFA,group directs,Kronos,GAStech,natural gas company,Tethys.,WFA,clean tops,high levels,toluene arsenic,Elodis,WFA,international community,Kronos,WFA,Kronos",1,Nov-98,1998,
3/20/1998,"Orb ELODIS,KRONOS,CITY IN,NEED,multinational multinationals,Kronos. ELODIS,Kronos,Tiskele,sun rises surplus,cultivatrice city,Elodis,Bouro.,rich ground,Kronos.,old friend,Pondo Reese,weekly newspaper,Elodis,Tiskele.,beneficial area,Reese,gas company,problem childs,GAStech,international company,Sten Sanjorge Jr,big businessman,Tethys. Bench,GAStech,local services,Tethys.,Sr,Fluss,Sten Sanjorge,environmental disasters,Sr,Sanjorge,Fluss,marginal role,own company.,Sr,Sanjorge,GAStech,small peaceful,black suburbs,Elodis.,Elodis,small farms.,black suburbs,principal street,gas station,Elodis,long time,good life,Reese,vegetable production,rural places.,Reese,GAStech,S.,Henk Bodrogi,Osvaldo,Bodrogi,his/her father,April",1,Mar-98,1998,
5/17/1998,"Pegasus LEAF OF THE FACT OF THE PUBLIC HEALTH OF ELODIS,ELODIS,Kronos,Elodis,public health.,Web,comparative data,medical file,Elodis Community.,light *,chemical agents,acetic anhydride,clorina. *,high index,chronic disease",1,May-98,1998,
11/14/1998,"Online,WELLNESS FOR ALL,WFA,BLASTS GASTECH AND KRONOS GOVT,ABILA,Kronos,healthy water awareness group,Wellness,WFA,GAStech,Kronos",1,Nov-98,1998,
11/17/1998,"Desk WELLNESS FOR ALREADY DECLARATION OF QUESTIONS CONCERNING ELODIS,ELODIS,Kronos,international healthy group,Wellness,water information,WFA,local water,high level,dangerous material,Elodis,WFA,Kronos,GAStech,Tethys. Beside,WFA,high levels,xylene arsenic,Elodis,WFA,international community,Kronos,WFA,activist group,Kronos",1,Nov-98,1998,
5/16/1998,"ELODIS PUBLIC HEALTH FACT SHEET,ELODIS,Kronos,Elodis,Wellness,water quality,public health.,Comparative,medical record,Elodis,Community Health,Center.,Highlights,toxic chemicals,acetic anhydride,chlorine dioxide. * Persons,high rate,chronic illness",1,May-98,1998,
5/17/1998,"Orb ELODIS,KRONOS,WILL THE GOVERNMENT ANSWER IN TIME,Part,multinational multinationals,Kronos. Pondo Reese,weekly newspaper,Elodis,Tiskele.,Kronos,civils servant,long run,Reese,Henk Bodrogi,Henk,Abila,Reese,civils servant,scientific test results,medical discs.,additional information,Was,Reese",1,May-98,1998,
11/16/1998,"Pegasus MEETING OF THE REPRESENTATIVES OF POK WITH THE MINISTER OF KRONOS OF THE HEALTH,ABILA,Kronos,social activist group,Kronos,POK,Will,Nespola,Elodis,years 90.,productive meeting,POK,Henk Bodrogi,Elodis.,well-taken care,Elodis,POK,Elodis,local residents",1,Nov-98,1998,
4/27/1998,"Pegasus ELODIS,KRONOS,SOURCE UNEXPECTED,criminal fact,multinational corporations,Kronos.,Henk Bodrogi,Ferro,Bodrogi,whole life,Earth,long time,small piece,Henk Bodrogi,right size.,Occupied,farmer wiry,wife obtains,school caretakers,Bodrogi,appropriate bolt,school whereas,Bodrogi,new people,posteriora part,Bodrogi,Bodrodgi,back home.,international agency,international agency,healthy water,natural disasters,Joclyn Reynolds,Asia South-Eastern,Ms Reynolds,Elodis.,civil employee,enemy whereupon,local water.,certain diseases,potable water,Elodis,Tiskele,useless disposition,< km >,GAStech,stops levels,human activity.,GAStech,plume subsurface,Tiskele,Elodis,potable water,GAStech,Oh,GAStech,Fluss,GAStech,financial aid,Mr. Fluss,Sanjorge,Sanjorge,Elodis,Sten Sanjorge,Jr,GAStech,Reynolds,Kronos,Elodis,test resultses,official public document.,Elodis,Kronesian,scientific analysis.,Reynolds,Pondo Reese,Part,May",1,Apr-98,1998,
11/15/1998,"Online,WELLNESS FOR ALL ISSUES STATEMENT ON ELODIS,ELODIS,Kronos,international healthy water awareness group,Wellness,WFA,local water,Elodis,high level,hazardous materials,residential water wells",1,Nov-98,1998,
11/14/1998,"Who,WELLNESS FOR ALL,WFA,BLASTS GASTECH AND KRONOS GOVT,ABILA,Kronos,healthy water awareness group,Wellness,WFA,GAStech,Kronos. WFA,'s statement claims,widespread groundwater contamination,adequate safeguards,clean-up demands,government oversight.,GAStech,International 's,Environmental Safety Advisor Ingmar Casablancas,GAStech,GAStech,Kronos,prosperous work place",1,Nov-98,1998,
4/27/1998,"Orb ELODIS,KRONOS,HELP,UNEXPECTED,SOURCE,multinational multinationals,Kronos.,Henk Bodrogi,ferro store,Bodrogi,his/her father,long time,Henk Bodrogi,good size.,Occupied,stiff farmer,Mr. Henk Bodrogi,wife obtains,high children,Bodrogi,suitable bolt,cash clerk,Bodrogi,new people,gas company,Bodrogi,Harvests,water specialist.,Bodrodgi,back house.,water specialist,international agency,international agency,healthy water,normal disasters,Joclyn Reynolds,office field,South-East Asia,Mrs. Reynolds,Elodis.,civil servant,certain diseases,Elodis,Tiskele,source upstream.,< km >,GAStech,high levels,xylene arsenic,toxins. ÿ,subsoil water contamination,human activity.,GAStech,toxins form,ground flower,Tiskele,Elodis,GAStech,OH,gain traction.,GAStech,senior executive,Fluss,GAStech,responsible way,material aid,financial worms,Mr. Fluss,Sanjorge,Sanjorge,Elodis,Sten Sanjorge,Jr.,his/her father,pitiless procedures,GAStech,Reynolds,Kronos,Elodis,test results,official public document.,Elodis,civils servant,Kronesian,scientific analysis.,Mrs. Reynolds,Pondo Reese,May",1,Apr-98,1998,
1/20/1998,"Guide Advantages,Kronos,foreign investment 1998/01/20",1,Jan-98,1998,
11/15/1998,"Online,POK REPRESENTATIVES MEET WITH KRONOS MINISTER OF HEALTH,ABILA,Kronos,social activist group,Protectors,Kronos,POK,Cesare Nespola,water contamination,Elodis,late 1990s",1,Nov-98,1998,
5/15/1998,"Online,ELODIS,KRONOS,WILL THE GOVERNMENT RESPOND IN TIME,Petrus Gerhard,Kronos,community 's struggle,country 's food.,foreign affairs,Reese,government officials,crop yield statistics,scientific test results,Wellness,medical records",1,May-98,1998,
8/21/1998,"Pegasus OF TEN YEARS,OLD DICES OF THE GIRL OF ELODIS OF THE ENVENENAMIENTO,ELODIS,Kronos,Julian Vann,Julian,Julian.,international health,Julian,small girl,Elodis,Kronos,GAStech,Elodis.,Julian,rural municipality,toxic sweepings,Tiskele,GAStech,Tethys.,funeral services,August,family homemade",1,Aug-98,1998,
5/17/1998,"Wrap ELODIS,KRONOS,WILL THE GOVERNMENT ANSWER ON TIME,Part,Article,three-part range,indictable offense,multinational companies,Kronos. Pondo Reese,weekly day book,Elodis,Tiskele,Kronos,civil servants,Reese,Henk Bodrogi,problem geassoci‰rd,inland country,foreign affairs,Henk,different travel,Abila,sympathetic person,Reese,months meetings,civil servants document test,harvest statistics,scientific test results,Wellness,medical reports.,frustrating been.,extra information,door meetings closed.,present request,YOU,Reese,football ball",1,May-98,1998,
11/15/1998,"Truth HEALTH FOR ALL BREATHS,WFA,GASTECH AND GOVERNMENT OF KRONOS,ABILA,Kronos,good health,WFA,GAStech,Kronos.,WFA,widespread subsoil water contamination,Kronos,comment on.,international adviser,safety environmental,GAStech Ingmar Casablancas,expenses invoicees,GAStech,GAStech,Kronos,prosperous place",1,Nov-98,1998,
4/23/1997,"Bulletin POSSIBLE CONTAMINATION IN ELODIS,ELODIS,Kronos,Abila,small rural township,Elodis,Tiskele River. Roughly,km upstream,Tiskele,Bend site,GAStech,Townspeople,people sick.,Kronos,Tiskele,Bend site,natural gas",1,Apr-97,1997,
10/16/1997,"Bulletin GOVERNMENT CITES,CONTAMINATION NEAR ELODIS,ABILA,Kronos,Elodis,government officials,minor contamination,rural township,townspeople 's health issues.,government report stops,GAStech,Tiskele,Bend site,km upstream,Elodis,government report cites,investigations needed.,report admits,minor level,international health standards,Kronos,GAStech,Tiskele,Bend site contract",1,Oct-97,1997,
10/15/1997,"Online,GOVERNMENT CITES,CONTAMINATION NEAR ELODIS,ABILA,Kronos,Elodis,government officials,minor contamination,rural township,townspeople 's health issues.,government report stops,GAStech,Tiskele,Bend site,km upstream,Elodis",1,Oct-97,1997,
10/17/1997,"Athena Speaks GOVERNMENT ISCED,MINOR,CONTAMINATION CLOSE TO ELODIS,ABILA,Kronos,continuous calls,civils servant,Elodis,minor contamination,rural black suburbs,government stops,GAStech,Tiskele,Elodis,necessary research,report/ratio admits contamination,minor level,international standards,Kronos,GAStech,Tiskele.,Kronos,Elodis,black suburbs",1,Oct-97,1997,
10/17/1997,"Desk LESS IMPORTANT POLLUTION OF THE GOVERNMENT OF CITES NEAR ELODIS,ABILA,Kronos,constant complaints,Elodis,civil servants,important pollution,rural municipality,health questions,town stadslui.,government report,GAStech,Tiskele,Elodis,government report obtains,necessary research,Aiming,likely detrimental,level qualifies,important level,international gezondheidsnormen,Kronos,GAStech,Tiskele,Kronos,Elodis,carrot causes",1,Oct-97,1997,
4/24/1997,"Online,POSSIBLE CONTAMINATION IN ELODIS,ELODIS,Kronos,Abila,small rural township,Elodis,Tiskele River. Roughly,km upstream,Tiskele,Bend site,GAStech",1,Apr-97,1997,
4/25/1997,"Desk POSSIBLE POLLUTION IN ELODIS,ELODIS,Kronos,Abila,small rural municipality,Elodis,Tiskele,Roughly,Tiskele,GAStech,state country,town stadslui,sick pollutes,Kronos,Tiskele,sick be.,Pour,sa part,GAStech",1,Apr-97,1997,
4/24/1997,"Athena Speaks POSSIBLE CONTAMINATION IN ELODIS,ELODIS,Kronos,Abila,small rural black suburbs,Elodis,Tiskele. Roughly,Tiskele,GAStech,site soil,Kronos,Tiskele,natural gases,GAStech",1,Apr-97,1997,
10/16/1997,"Explainer THE GOVERNMENT MENTIONS THE CONTAMINATION,OF SMALLER IMPORTANCE,NEAR ELODIS,ABILA,Kronos,Elodis,rural municipality,GAStech,Tiskele,Elodis,likely detrimental,report admits,certain contamination,level indication,international standards,Kronos,GAStech,Tiskele.,Kronos,Elodis",1,Oct-97,1997,
4/25/1997,"Explainer POSSIBLE CONTAMINATION IN ELODIS,ELODIS,Kronos,Abila,small rural municipality,Elodis,Tiskele. Rough,Tiskele,GAStech,governmental earth.,citizens demand,Earth,Kronos,Tiskele,natural gas,GAStech",1,Apr-97,1997,
3/15/1996,"Truth,Gasvelden,Tiskele,idea 1996/03/15",1,Mar-96,1996,
7/8/1996,"Online,GASTECH SHIFTS FOCUS TO KRONOS,CENTRUM,Tethys,GAStech,Tethys,Mediterranean,Kronos,vast gas deposits",1,Jul-96,1996,
3/15/1996,"Guide,gas fields,Tiskele,great extent,ABILA,Kronos,Interior,gas fields,Tiskele,great extent,Sarto,GAStech,Tiskele.,Kronos.,great projects,new hospital,foreign investments.,Araullo,foreign investment,Thanks,Mr.",1,Mar-96,1996,
